Product,Category,Country,Order_Date,Cost,Price,Quantity,Sales,Views,Conversion_Rate,Marketing_Spend,Shipping_Time_Days,Processing_Time_Days,Inventory,Return_Rate,Profit
Product_212,Home,Canada,2023-09-26,28.4,105.9,2,211.8,100,0.02,571.76,8,3,34,0.017,-416.76
Product_213,Beauty,USA,2023-02-18,17.12,125.89,19,2391.91,836,0.0227,1523.05,10,1,270,0.096,543.5800000000002
Product_214,Fashion,Australia,2023-11-12,7.77,106.86,11,1175.46,341,0.0323,1759.61,9,4,448,0.109,-669.6199999999999
Product_215,Beauty,India,2023-05-10,29.03,103.17,13,1341.21,585,0.0222,1137.59,7,4,473,0.166,-173.76999999999987
Product_216,Beauty,USA,2023-01-05,134.17,224.48999999999998,10,2244.8999999999996,560,0.0179,1404.68,5,2,226,0.018,-501.48000000000013
Product_217,Home,Germany,2023-01-27,40.02,90.15,14,1262.1000000000001,728,0.0192,1667.03,2,4,24,0.107,-965.2099999999999
Product_218,Home,USA,2023-06-09,56.37,136.88,18,2463.84,846,0.0213,669.22,7,1,233,0.155,779.9599999999998
Product_219,Electronics,Australia,2023-05-29,20.28,81.56,19,1549.64,532,0.0357,734.41,4,2,58,0.051,429.90999999999997
Product_220,Electronics,India,2023-09-21,37.24,68.13,9,613.17,279,0.0323,201.13,7,4,250,0.159,76.87999999999994
Product_221,Fashion,Canada,2023-08-18,80.29,167.48000000000002,7,1172.3600000000001,168,0.0417,1933.57,7,2,334,0.013,-1323.2399999999998
Product_222,Electronics,Germany,2023-07-19,93.12,164.32999999999998,3,492.98999999999995,141,0.0213,1851.58,5,4,85,0.135,-1637.95
Product_223,Beauty,India,2023-02-19,40.58,90.03,6,540.1800000000001,324,0.0185,1576.22,3,3,250,0.169,-1279.52
Product_224,Home,Australia,2023-03-08,13.37,123.62,2,247.24,48,0.0417,342.34,10,3,389,0.122,-121.83999999999997
Product_225,Electronics,Germany,2023-10-27,61.7,74.0,6,444.0,318,0.0189,1005.51,3,1,179,0.085,-931.71
Product_226,Electronics,UK,2023-02-27,38.96,83.7,3,251.10000000000002,159,0.0189,383.41,4,3,206,0.018,-249.19000000000003
Product_227,Fashion,USA,2023-09-16,36.84,53.10000000000001,16,849.6000000000001,512,0.0312,228.66,11,3,343,0.166,31.500000000000085
Product_228,Fashion,Australia,2023-12-08,144.18,238.5,8,1908.0,464,0.0172,1309.13,2,3,148,0.09,-554.5700000000002
Product_229,Beauty,UK,2023-11-22,94.36,181.59,2,363.18,66,0.0303,1929.49,8,4,70,0.015,-1755.03
Product_230,Home,India,2023-05-10,85.75,132.2,17,2247.3999999999996,510,0.0333,1825.16,2,4,120,0.127,-1035.5100000000002
Product_231,Fashion,Canada,2023-08-03,65.29,149.61,9,1346.4900000000002,513,0.0175,1454.16,10,2,252,0.092,-695.28
Product_232,Electronics,Germany,2023-06-21,67.2,120.75,12,1449.0,276,0.0435,373.95,2,4,92,0.031,268.6499999999999
Product_233,Home,USA,2023-09-15,83.43,176.62,3,529.86,156,0.0192,693.5,6,3,255,0.046,-413.93
Product_234,Home,Germany,2023-04-12,105.98,165.94,11,1825.34,286,0.0385,776.1,8,4,253,0.021,-116.54000000000008
Product_235,Electronics,India,2023-07-28,106.81,162.16,1,162.16,27,0.037,1573.67,4,1,351,0.108,-1518.3200000000002
Product_236,Fashion,Germany,2023-10-18,29.9,142.72,13,1855.36,728,0.0179,1644.05,10,2,287,0.116,-177.3900000000001
Product_237,Electronics,USA,2023-12-20,77.52,115.12,15,1726.8000000000002,435,0.0345,893.19,9,2,308,0.096,-329.18999999999994
Product_238,Home,India,2023-10-13,64.73,87.98,5,439.90000000000003,170,0.0294,952.19,4,4,58,0.149,-835.94
Product_239,Sports,Germany,2023-04-26,131.23,205.52999999999997,17,3494.0099999999993,969,0.0175,280.12,6,3,68,0.156,982.9799999999997
Product_240,Sports,Canada,2023-09-21,96.56,213.19,6,1279.1399999999999,204,0.0294,720.45,8,2,445,0.115,-20.670000000000073
Product_241,Beauty,Australia,2023-05-30,82.21,133.76999999999998,11,1471.4699999999998,264,0.0417,1012.31,5,1,387,0.012,-445.1500000000001
Product_242,Electronics,India,2023-10-27,21.73,38.55,18,693.9,864,0.0208,410.57,6,1,85,0.128,-107.81000000000006
Product_243,Electronics,Australia,2023-02-05,92.82,140.14,4,560.56,152,0.0263,1015.88,4,2,273,0.081,-826.6
Product_244,Beauty,India,2023-11-29,21.99,87.64,3,262.92,87,0.0345,1735.72,10,3,226,0.106,-1538.77
Product_245,Beauty,Canada,2023-10-14,53.89,81.7,13,1062.1000000000001,403,0.0323,1246.38,11,3,80,0.12,-884.8500000000001
Product_246,Beauty,Australia,2023-10-30,25.71,108.1,9,972.9,207,0.0435,342.07,10,4,497,0.07,399.4399999999999
Product_247,Home,UK,2023-11-07,105.35,225.1,6,1350.6,300,0.02,545.01,8,4,113,0.166,173.49
Product_248,Electronics,USA,2023-07-27,34.91,94.6,12,1135.1999999999998,444,0.027,1054.18,11,2,183,0.033,-337.9000000000001
Product_249,Home,UK,2023-04-16,61.82,110.84,2,221.68,70,0.0286,850.68,3,4,279,0.124,-752.64
Product_250,Beauty,Germany,2023-06-07,134.87,188.95,3,566.8499999999999,177,0.0169,845.71,8,4,321,0.011,-683.47
Product_251,Electronics,Canada,2023-05-01,34.63,57.300000000000004,3,171.9,165,0.0182,1152.68,8,4,396,0.167,-1084.67
Product_252,Home,UK,2023-02-24,78.63,185.79,12,2229.48,528,0.0227,1251.91,6,1,317,0.029,34.00999999999999
Product_253,Home,India,2023-01-12,65.79,121.42000000000002,15,1821.3000000000002,630,0.0238,1634.35,10,4,53,0.026,-799.8999999999997
Product_254,Beauty,Germany,2023-05-25,7.63,60.230000000000004,9,542.07,279,0.0323,813.74,4,2,398,0.067,-340.34
Product_255,Electronics,Germany,2023-05-16,119.95,202.51999999999998,8,1620.1599999999999,424,0.0189,1649.84,5,3,196,0.074,-989.2800000000001
Product_256,Beauty,UK,2023-01-03,15.01,73.63,11,809.93,605,0.0182,809.5,2,4,386,0.046,-164.68000000000006
Product_257,Electronics,UK,2023-05-24,73.77,155.07999999999998,16,2481.2799999999997,896,0.0179,299.78,7,3,292,0.109,1001.1799999999998
Product_258,Sports,Canada,2023-01-30,86.3,103.06,4,412.24,88,0.0455,1197.54,5,4,292,0.085,-1130.5
Product_259,Fashion,USA,2023-08-25,96.12,195.63,1,195.63,28,0.0357,1258.22,2,2,484,0.016,-1158.71
Product_260,Fashion,UK,2023-10-06,104.85,218.31,7,1528.17,259,0.027,1882.17,3,1,386,0.064,-1087.95
Product_261,Fashion,UK,2023-12-14,41.72,123.08,2,246.16,108,0.0185,1506.91,4,2,446,0.148,-1344.19
Product_262,Beauty,Australia,2023-04-25,6.45,121.45,5,607.25,265,0.0189,1851.99,10,1,290,0.127,-1276.99
Product_263,Sports,India,2023-04-14,109.9,136.56,7,955.9200000000001,231,0.0303,1835.02,9,4,179,0.133,-1648.4
Product_264,Electronics,Australia,2023-04-28,82.67,145.19,4,580.76,92,0.0435,1288.23,8,4,470,0.129,-1038.15
Product_265,Home,Australia,2023-01-05,126.24,202.44,5,1012.2,240,0.0208,1149.97,5,1,379,0.063,-768.97
Product_266,Electronics,Germany,2023-12-26,124.1,198.08999999999997,1,198.08999999999997,34,0.0294,1203.39,2,2,411,0.027,-1129.4
Product_267,Home,USA,2023-09-05,127.28,181.44,1,181.44,47,0.0213,1961.0,9,2,221,0.056,-1906.84
Product_268,Electronics,India,2023-12-30,75.34,122.53,15,1837.95,525,0.0286,1591.7,5,1,273,0.151,-883.8500000000001
Product_269,Sports,Canada,2023-11-17,53.38,77.33,19,1469.27,589,0.0323,391.28,4,4,377,0.177,63.769999999999925
Product_270,Home,Canada,2023-05-01,119.78,172.87,10,1728.7,240,0.0417,1601.17,10,1,243,0.094,-1070.27
Product_271,Beauty,UK,2023-10-13,70.44,98.33,18,1769.94,954,0.0189,506.97,11,4,419,0.012,-4.9500000000000455
Product_272,Electronics,UK,2023-05-29,31.6,122.38,3,367.14,60,0.05,1005.23,5,1,416,0.034,-732.89
Product_273,Electronics,Canada,2023-03-25,128.97,161.94,11,1781.34,638,0.0172,578.83,5,4,447,0.065,-216.16000000000008
Product_274,Home,UK,2023-08-19,132.97,149.41,15,2241.15,765,0.0196,1441.25,10,1,153,0.108,-1194.65
Product_275,Beauty,USA,2023-10-15,72.61,143.37,11,1577.0700000000002,495,0.0222,1779.16,3,3,303,0.023,-1000.8000000000001
Product_276,Beauty,Australia,2023-06-10,15.98,91.46000000000001,17,1554.8200000000002,612,0.0278,722.65,6,4,423,0.17,560.5100000000001
Product_277,Sports,UK,2023-09-29,61.23,167.14,17,2841.3799999999997,782,0.0217,347.62,5,2,272,0.072,1452.85
Product_278,Beauty,Germany,2023-02-07,121.51,194.98000000000002,6,1169.88,258,0.0233,737.29,10,1,423,0.165,-296.4699999999999
Product_279,Beauty,UK,2023-08-14,135.76,183.76,5,918.8,270,0.0185,1410.25,6,2,134,0.143,-1170.25
Product_280,Beauty,India,2023-05-22,34.5,132.82999999999998,8,1062.6399999999999,464,0.0172,791.77,10,1,312,0.138,-5.130000000000109
Product_281,Fashion,USA,2023-10-19,14.71,84.14000000000001,2,168.28000000000003,90,0.0222,700.6,10,2,7,0.113,-561.74
Product_282,Sports,India,2023-05-31,132.22,150.94,16,2415.04,912,0.0175,531.98,3,2,127,0.117,-232.46000000000004
Product_283,Electronics,India,2023-04-24,61.46,133.7,12,1604.3999999999999,504,0.0238,1095.53,10,1,372,0.118,-228.6500000000002
Product_284,Home,Germany,2023-08-25,83.56,193.44,6,1160.6399999999999,246,0.0244,696.71,4,1,55,0.117,-37.430000000000064
Product_285,Electronics,USA,2023-03-07,145.37,198.96,1,198.96,23,0.0435,1515.82,5,2,125,0.104,-1462.23
Product_286,Sports,USA,2023-12-27,14.65,57.25,4,229.0,112,0.0357,337.92,2,2,158,0.178,-167.52
Product_287,Home,USA,2023-12-07,99.01,124.79,17,2121.4300000000003,391,0.0435,1395.26,2,2,58,0.134,-957.0
Product_288,Sports,USA,2023-09-15,15.75,42.41,13,551.3299999999999,338,0.0385,627.61,2,4,57,0.142,-281.0300000000001
Product_289,Beauty,USA,2023-09-06,59.44,117.03999999999999,18,2106.72,756,0.0238,1080.7,10,4,139,0.158,-43.90000000000009
Product_290,Home,Germany,2023-11-27,121.55,197.07,5,985.3499999999999,105,0.0476,714.96,9,3,175,0.047,-337.36000000000007
Product_291,Beauty,UK,2023-11-19,67.85,86.72,3,260.15999999999997,129,0.0233,1500.98,6,4,414,0.024,-1444.37
Product_292,Electronics,India,2023-06-29,149.59,262.94,11,2892.34,649,0.0169,1901.55,6,4,107,0.092,-654.7
Product_293,Electronics,USA,2023-07-09,86.06,179.12,13,2328.56,650,0.02,1850.74,10,1,210,0.097,-640.96
Product_294,Home,UK,2023-06-03,51.57,126.1,4,504.4,200,0.02,1250.17,4,3,446,0.151,-952.0500000000001
Product_295,Home,UK,2023-07-15,36.92,138.05,14,1932.7000000000003,826,0.0169,1032.7,4,3,73,0.085,383.1200000000001
Product_296,Sports,India,2023-11-07,55.83,74.65,11,821.1500000000001,583,0.0189,1672.94,8,4,166,0.107,-1465.92
Product_297,Sports,Germany,2023-09-19,59.02,121.47,10,1214.7,430,0.0233,1429.99,10,1,459,0.1,-805.49
Product_298,Beauty,Canada,2023-05-23,14.96,94.27000000000001,19,1791.13,855,0.0222,530.42,7,1,403,0.016,976.4700000000001
Product_299,Home,Canada,2023-12-08,58.59,159.74,18,2875.32,630,0.0286,1677.65,3,3,356,0.115,143.04999999999995
Product_300,Electronics,UK,2023-11-12,72.31,168.49,6,1010.94,192,0.0312,971.99,2,1,303,0.151,-394.90999999999997
Product_301,Sports,Australia,2023-04-11,109.8,150.28,15,2254.2,510,0.0294,540.17,3,2,232,0.037,67.03000000000009
Product_302,Sports,Australia,2023-09-01,100.23,213.73000000000002,10,2137.3,460,0.0217,707.24,2,4,326,0.111,427.7600000000002
Product_303,Electronics,India,2023-01-12,107.77,131.45,5,657.25,115,0.0435,681.55,11,2,371,0.111,-563.15
Product_304,Sports,Canada,2023-08-27,6.21,112.47,5,562.35,175,0.0286,1134.57,11,3,181,0.038,-603.2699999999999
Product_305,Beauty,UK,2023-02-18,36.56,153.36,10,1533.6000000000001,490,0.0204,621.87,10,3,121,0.031,546.13
Product_306,Home,Germany,2023-02-11,100.94,130.43,5,652.1500000000001,245,0.0204,422.42,11,1,333,0.177,-274.96999999999997
Product_307,Electronics,Canada,2023-06-15,75.18,164.61,3,493.83000000000004,165,0.0182,422.64,9,1,202,0.077,-154.34999999999997
Product_308,Home,UK,2023-03-23,5.77,20.2,6,121.19999999999999,132,0.0455,1249.9,8,3,454,0.049,-1163.3200000000002
Product_309,Sports,UK,2023-10-18,121.65,176.25,4,705.0,164,0.0244,1522.57,4,3,28,0.039,-1304.17
Product_310,Sports,USA,2023-06-07,117.06,183.85000000000002,18,3309.3,738,0.0244,778.76,9,2,201,0.123,423.46000000000026
Product_311,Electronics,Germany,2023-08-04,84.52,158.39,9,1425.5099999999998,279,0.0323,262.37,3,2,92,0.114,402.4599999999999
Product_312,Beauty,USA,2023-06-07,14.64,127.59,17,2169.03,680,0.025,429.0,3,1,328,0.119,1491.15
Product_313,Fashion,India,2023-05-14,116.14,200.09,13,2601.17,299,0.0435,1846.45,11,2,355,0.025,-755.0999999999999
Product_314,Electronics,USA,2023-03-08,89.64,152.57999999999998,15,2288.7,750,0.02,1088.38,4,1,175,0.162,-144.2800000000003
Product_315,Fashion,USA,2023-12-02,118.38,217.44,17,3696.48,850,0.02,1016.43,8,1,329,0.076,667.59
Product_316,Fashion,Canada,2023-01-07,114.0,228.56,13,2971.28,546,0.0238,268.49,2,4,210,0.063,1220.79
Product_317,Beauty,Australia,2023-01-14,121.44,133.87,16,2141.92,624,0.0256,1511.55,9,1,183,0.089,-1312.6699999999998
Product_318,Fashion,UK,2023-03-14,80.11,198.19,4,792.76,136,0.0294,1150.52,8,2,94,0.076,-678.2
Product_319,Fashion,Germany,2023-06-12,25.35,44.82,5,224.1,210,0.0238,563.75,5,3,272,0.157,-466.4
Product_320,Beauty,USA,2023-03-07,102.32,201.89999999999998,5,1009.4999999999999,235,0.0213,398.13,6,3,136,0.168,99.76999999999992
Product_321,Fashion,Germany,2023-12-13,94.97,135.81,9,1222.29,315,0.0286,890.1,11,2,236,0.062,-522.54
Product_322,Fashion,Australia,2023-05-10,112.63,137.17,17,2331.89,952,0.0179,1706.89,2,3,352,0.157,-1289.7100000000003
Product_323,Fashion,Australia,2023-07-25,29.63,88.01,13,1144.13,520,0.025,1757.53,5,1,417,0.143,-998.5899999999998
Product_324,Electronics,USA,2023-10-03,33.27,114.11000000000001,2,228.22000000000003,68,0.0294,1285.12,2,3,428,0.168,-1123.4399999999998
Product_325,Electronics,India,2023-09-13,134.11,186.01000000000002,13,2418.13,468,0.0278,1509.57,2,2,471,0.052,-834.8699999999999
Product_326,Electronics,USA,2023-09-23,113.75,129.75,19,2465.25,1064,0.0179,407.28,11,3,264,0.108,-103.27999999999997
Product_327,Beauty,Canada,2023-01-25,136.69,212.63,3,637.89,96,0.0312,1258.63,2,1,134,0.057,-1030.8100000000002
Product_328,Sports,UK,2023-10-08,115.01,224.27,10,2242.7000000000003,380,0.0263,1400.54,8,1,143,0.15,-307.9399999999998
Product_329,Fashion,India,2023-09-10,91.59,143.74,2,287.48,98,0.0204,561.28,8,2,18,0.011,-456.97999999999996
Product_330,Fashion,USA,2023-11-06,99.85,133.64999999999998,13,1737.4499999999998,481,0.027,1784.28,5,2,230,0.106,-1344.88
Product_331,Beauty,Germany,2023-10-16,133.92,192.6,19,3659.4,627,0.0303,550.99,3,2,133,0.068,563.9300000000001
Product_332,Fashion,India,2023-06-13,88.93,104.25,17,1772.25,935,0.0182,764.26,4,4,113,0.065,-503.8200000000001
Product_333,Electronics,India,2023-04-05,96.7,196.95,14,2757.2999999999997,770,0.0182,1317.0,9,4,498,0.12,86.49999999999977
Product_334,Sports,USA,2023-09-27,27.69,128.59,12,1543.08,468,0.0256,1349.03,9,1,138,0.155,-138.2299999999998
Product_335,Home,India,2023-11-17,73.72,148.4,12,1780.8000000000002,456,0.0263,1458.89,7,4,124,0.114,-562.73
Product_336,Fashion,Germany,2023-04-20,108.88,157.72,11,1734.92,286,0.0385,401.62,11,4,203,0.155,135.62
Product_337,Electronics,Australia,2023-12-02,44.29,142.27,7,995.8900000000001,161,0.0435,1729.04,10,3,60,0.055,-1043.1799999999998
Product_338,Home,India,2023-11-06,34.33,105.35,4,421.4,212,0.0189,1159.12,10,4,249,0.098,-875.04
Product_339,Sports,Australia,2023-08-26,50.5,151.35,19,2875.65,399,0.0476,1048.38,5,3,297,0.087,867.7699999999998
Product_340,Home,Germany,2023-01-25,40.02,119.47999999999999,1,119.47999999999999,24,0.0417,1965.98,2,2,12,0.012,-1886.52
Product_341,Electronics,USA,2023-05-21,36.16,132.44,3,397.32,87,0.0345,1532.68,2,3,395,0.105,-1243.8400000000001
Product_342,Home,UK,2023-04-27,66.6,142.44,13,1851.72,663,0.0196,412.41,11,3,254,0.122,573.51
Product_343,Beauty,India,2023-01-25,136.64,192.2,15,2883.0,480,0.0312,1561.77,6,2,84,0.111,-728.3699999999999
Product_344,Home,UK,2023-03-20,78.52,193.89,2,387.78,116,0.0172,371.45,3,2,457,0.135,-140.71
Product_345,Fashion,Germany,2023-03-09,32.25,101.77,11,1119.47,264,0.0417,249.45,7,1,19,0.107,515.27
Product_346,Fashion,India,2023-06-22,16.16,92.72,4,370.88,116,0.0345,926.53,8,1,49,0.021,-620.29
Product_347,Beauty,Australia,2023-01-12,105.94,140.19,19,2663.61,551,0.0345,1988.44,2,1,163,0.03,-1337.69
Product_348,Electronics,Canada,2023-10-15,60.51,139.32999999999998,17,2368.6099999999997,969,0.0175,514.79,7,1,91,0.111,825.1499999999999
Product_349,Fashion,UK,2023-05-08,124.17,197.05,3,591.1500000000001,138,0.0217,1410.76,9,3,87,0.057,-1192.12
Product_350,Sports,India,2023-04-06,100.63,130.95999999999998,18,2357.2799999999997,720,0.025,512.11,6,3,68,0.024,33.8299999999997
Product_351,Fashion,UK,2023-04-02,120.46,137.01,8,1096.08,216,0.037,1504.62,8,1,36,0.083,-1372.2199999999998
Product_352,Fashion,India,2023-05-21,44.43,120.91,19,2297.29,380,0.05,1109.64,11,4,252,0.104,343.4799999999998
Product_353,Electronics,USA,2023-01-31,105.39,199.4,5,997.0,235,0.0213,1423.95,7,1,251,0.066,-953.9000000000001
Product_354,Home,Australia,2023-11-30,43.29,110.85999999999999,7,776.0199999999999,406,0.0172,565.17,5,4,139,0.132,-92.18
Product_355,Fashion,UK,2023-01-20,141.16,176.1,8,1408.8,264,0.0303,1542.13,8,2,354,0.119,-1262.6100000000001
Product_356,Beauty,Canada,2023-05-26,97.27,180.58999999999997,5,902.9499999999998,200,0.025,1992.11,11,3,380,0.067,-1575.51
Product_357,Home,Canada,2023-11-12,52.05,70.86,17,1204.62,833,0.0204,1398.17,10,3,167,0.138,-1078.4
Product_358,Sports,Germany,2023-06-09,44.08,102.68,5,513.4000000000001,200,0.025,1088.26,11,4,53,0.12,-795.26
Product_359,Electronics,India,2023-12-15,32.68,60.65,4,242.6,112,0.0357,1861.71,11,1,385,0.118,-1749.83
Product_360,Sports,UK,2023-02-12,105.72,136.01,19,2584.1899999999996,684,0.0278,228.53,8,3,177,0.104,346.9799999999999
Product_361,Home,Germany,2023-09-11,36.71,68.96000000000001,2,137.92000000000002,48,0.0417,1513.86,6,4,296,0.012,-1449.36
Product_362,Home,UK,2023-05-10,91.32,143.85999999999999,11,1582.4599999999998,550,0.02,1799.74,8,2,300,0.128,-1221.8000000000002
Product_363,Home,India,2023-03-01,43.37,59.0,13,767.0,767,0.0169,311.01,4,2,358,0.074,-107.81999999999996
Product_364,Sports,Canada,2023-05-31,100.99,154.75,15,2321.25,855,0.0175,1010.12,3,3,105,0.17,-203.7199999999999
Product_365,Home,USA,2023-10-14,123.17,189.46,12,2273.52,456,0.0263,568.5,6,1,136,0.149,226.98000000000002
Product_366,Sports,Canada,2023-01-05,117.81,180.97,11,1990.67,605,0.0182,1219.73,5,4,189,0.11,-524.97
Product_367,Home,Germany,2023-09-23,115.32,167.43,7,1172.01,364,0.0192,1369.18,6,3,127,0.053,-1004.41
Product_368,Beauty,Australia,2023-12-11,32.22,134.53,5,672.65,160,0.0312,744.72,9,2,341,0.045,-233.17000000000002
Product_369,Home,USA,2023-05-10,17.82,43.81,17,744.77,561,0.0303,1027.97,5,1,46,0.068,-586.14
Product_370,Sports,Germany,2023-09-24,106.35,171.98,9,1547.82,468,0.0192,702.81,10,4,4,0.091,-112.13999999999999
Product_371,Fashion,India,2023-06-27,58.41,75.22999999999999,14,1053.2199999999998,672,0.0208,864.9,8,3,459,0.06,-629.4200000000001
Product_372,Home,USA,2023-09-10,67.69,85.52,12,1026.24,660,0.0182,487.17,11,4,256,0.098,-273.21000000000004
Product_373,Fashion,Germany,2023-02-25,9.52,82.64999999999999,6,495.9,174,0.0345,1794.01,8,1,299,0.038,-1355.23
Product_374,Beauty,India,2023-03-24,42.64,114.9,17,1953.3000000000002,850,0.02,218.02,9,1,149,0.176,1010.4000000000001
Product_375,Electronics,Canada,2023-04-09,9.88,116.46,19,2212.74,475,0.04,1788.34,7,2,293,0.028,236.68000000000006
Product_376,Beauty,Australia,2023-05-29,132.48,203.85,19,3873.15,380,0.05,1229.02,9,1,242,0.168,127.01000000000022
Product_377,Home,India,2023-11-25,40.29,155.87,16,2493.92,416,0.0385,796.98,4,3,274,0.165,1052.3000000000002
Product_378,Fashion,UK,2023-06-05,85.81,101.17,12,1214.04,552,0.0217,1501.5,11,4,207,0.099,-1317.18
Product_379,Fashion,India,2023-07-09,10.65,31.43,12,377.15999999999997,480,0.025,1113.95,11,1,414,0.133,-864.59
Product_380,Sports,India,2023-09-20,101.69,116.53999999999999,6,699.24,282,0.0213,1098.4,2,1,114,0.084,-1009.3000000000002
Product_381,Fashion,Australia,2023-03-21,51.84,82.22,4,328.88,140,0.0286,398.26,7,3,194,0.117,-276.74
Product_382,Sports,UK,2023-09-09,135.2,204.74,6,1228.44,252,0.0238,901.13,2,4,342,0.068,-483.8899999999999
Product_383,Electronics,Germany,2023-04-07,133.78,214.79000000000002,11,2362.69,429,0.0256,633.92,10,4,169,0.061,257.1900000000003
Product_384,Home,Germany,2023-09-17,52.17,67.18,1,67.18,57,0.0175,228.25,3,2,378,0.108,-213.24
Product_385,Sports,India,2023-09-17,135.64,249.7,15,3745.5,660,0.0227,848.18,3,2,81,0.095,862.7200000000001
Product_386,Electronics,UK,2023-04-13,149.44,252.07999999999998,11,2772.8799999999997,517,0.0213,361.68,8,4,153,0.109,767.3599999999999
Product_387,Fashion,UK,2023-02-09,124.69,167.32,19,3179.08,456,0.0417,662.29,3,3,140,0.059,147.67999999999995
Product_388,Fashion,Australia,2023-09-30,127.51,146.0,18,2628.0,720,0.025,366.53,11,3,313,0.072,-33.710000000000036
Product_389,Electronics,Canada,2023-04-11,41.11,69.8,17,1186.6,629,0.027,381.69,9,2,145,0.024,106.03999999999996
Product_390,Fashion,Germany,2023-12-25,88.62,112.58000000000001,19,2139.0200000000004,475,0.04,558.22,7,1,322,0.019,-102.9799999999999
Product_391,Electronics,Australia,2023-11-04,14.75,38.31,14,536.34,672,0.0208,1999.73,8,3,121,0.053,-1669.8899999999999
Product_392,Sports,USA,2023-08-09,18.76,85.80000000000001,18,1544.4,684,0.0263,203.93,8,1,251,0.023,1002.79
Product_393,Sports,Germany,2023-11-04,149.84,186.88,19,3550.72,988,0.0192,1349.61,7,3,342,0.028,-645.85
Product_394,Electronics,Australia,2023-05-04,52.36,101.75999999999999,15,1526.3999999999999,300,0.05,454.24,11,4,386,0.148,286.7599999999999
Product_395,Sports,Germany,2023-08-19,113.49,232.33999999999997,15,3485.0999999999995,330,0.0455,1857.13,10,2,310,0.017,-74.38000000000034
Product_396,Sports,Canada,2023-06-27,121.97,207.24,4,828.96,160,0.025,368.54,10,1,88,0.122,-27.45999999999998
Product_397,Sports,USA,2023-03-04,129.41,243.8,7,1706.6000000000001,378,0.0185,1919.11,8,1,474,0.056,-1118.3799999999997
Product_398,Beauty,Canada,2023-04-26,149.66,175.34,13,2279.42,767,0.0169,1299.67,10,4,57,0.158,-965.8299999999999
Product_399,Home,USA,2023-07-10,40.02,92.06,3,276.18,66,0.0455,202.28,11,3,491,0.092,-46.16
Product_400,Fashion,India,2023-03-03,10.85,81.86999999999999,16,1309.9199999999998,704,0.0227,1809.21,4,1,62,0.062,-672.8900000000001
Product_401,Beauty,Australia,2023-09-13,64.62,83.06,9,747.54,513,0.0175,1139.08,4,3,346,0.098,-973.1199999999999
Product_402,Sports,USA,2023-01-07,23.86,34.32,8,274.56,312,0.0256,672.81,2,4,307,0.075,-589.1299999999999
Product_403,Electronics,Canada,2023-06-04,8.25,92.0,13,1196.0,689,0.0189,1581.1,6,2,486,0.106,-492.3499999999999
Product_404,Sports,Germany,2023-04-02,57.26,137.85999999999999,17,2343.62,680,0.025,1868.0,5,1,472,0.029,-497.8000000000002
Product_405,Home,USA,2023-01-14,118.64,173.82999999999998,17,2955.1099999999997,714,0.0238,1070.64,3,3,381,0.179,-132.41000000000042
Product_406,Sports,Australia,2023-08-17,87.1,150.95999999999998,17,2566.3199999999997,425,0.04,768.0,10,1,279,0.082,317.61999999999966
Product_407,Electronics,USA,2023-03-27,50.35,106.05000000000001,1,106.05000000000001,32,0.0312,1620.1,4,3,71,0.069,-1564.3999999999999
Product_408,Home,UK,2023-05-13,99.88,112.52,8,900.16,336,0.0238,1427.21,9,3,8,0.131,-1326.0900000000001
Product_409,Sports,Germany,2023-07-02,38.64,85.53,19,1625.07,532,0.0357,1799.75,7,3,365,0.072,-908.84
Product_410,Home,Australia,2023-03-03,7.09,36.57,6,219.42000000000002,216,0.0278,1446.53,6,4,420,0.152,-1269.65
Product_411,Fashion,Australia,2023-08-07,115.83,136.66,3,409.98,63,0.0476,638.35,2,2,93,0.087,-575.86
Product_412,Fashion,India,2023-09-03,95.44,210.68,5,1053.4,190,0.0263,1876.99,5,1,372,0.132,-1300.79
Product_413,Sports,Canada,2023-08-18,115.53,191.46,13,2488.98,494,0.0263,388.7,4,2,338,0.028,598.3900000000001
Product_414,Home,India,2023-03-20,10.65,100.80000000000001,15,1512.0000000000002,390,0.0385,682.3,2,3,436,0.154,669.95
Product_415,Electronics,Australia,2023-05-29,126.38,171.07,14,2394.98,546,0.0256,1136.35,6,3,335,0.135,-510.68999999999994
Product_416,Sports,Germany,2023-05-18,94.83,148.07999999999998,16,2369.2799999999997,448,0.0357,1218.34,7,2,151,0.046,-366.34000000000015
Product_417,Fashion,USA,2023-11-10,86.69,122.75,18,2209.5,648,0.0278,227.56,3,2,491,0.035,421.52000000000004
Product_418,Fashion,USA,2023-03-06,95.57,116.24,11,1278.6399999999999,506,0.0217,1605.03,4,1,404,0.064,-1377.6599999999999
Product_419,Sports,Germany,2023-01-13,130.34,160.03,3,480.09000000000003,63,0.0476,850.89,7,3,355,0.176,-761.8199999999999
Product_420,Home,Australia,2023-08-01,90.11,187.84,10,1878.4,550,0.0182,931.55,5,2,39,0.054,45.750000000000114
Product_421,Fashion,USA,2023-08-30,89.24,173.76999999999998,10,1737.6999999999998,380,0.0263,1656.87,10,4,358,0.088,-811.57
Product_422,Home,USA,2023-08-01,148.65,218.81,16,3500.96,576,0.0278,882.71,6,3,494,0.015,239.8499999999999
Product_423,Fashion,USA,2023-06-30,114.73,176.99,12,2123.88,288,0.0417,285.0,5,3,61,0.078,462.1200000000001
